题目T1,作者A1,地址AD,年份YR
MOOCs交互模式聚类研究,孙洪涛3;李秋劼;郑勤华2;,中央民族大学现代教育技术部;加州大学尔湾分校教育学院;北京师范大学教育学部;,2016
运用数据分析方法缩短科技期刊论文发表周期,龙静;孙云志;,中国科学院数学与系统科学研究院期刊学会部《数学学报》编辑部;,2016
“情报学”与“计算机跨学科应用”的学科交叉对比研究,岳增慧;许海云;郭婷;方曙;,济宁医学院医学信息工程学院;中国科学院成都文献情报中心;中国科学院大学;,2016
基于自适应集成分类器的数据流概念漂移算法,姜爱克;赵峰;张杰;,北京交通大学经济管理学院;山东科技大学经济管理学院;,2016
国际信息可视化知识族群:演化、聚类及迁徙研究,张敏1;霍朝光;霍帆帆;吴郁松;,武汉大学信息资源研究中心;河北工程大学经济管理学院;,2016
我国地方政府债务风险的量化分析,杨龙光;林兆彬;,首都经济贸易大学金融学院;西南财经大学经济学院;,2016
性别与信用:非法集资主角的微观个体特征——基于网络数据挖掘的分析,丁骋骋;邱瑾;,浙江财经大学金融学院;浙江财经大学数学与统计学院;,2016
C2C电子商务模式下中国“淘宝村”的空间聚集格局与影响因素,朱邦耀;宋玉祥;李国柱;于婷婷;,东北师范大学地理科学学院;吉林师范大学旅游与地理科学学院;,2016
国际远程教育领域相关性研究应用图景——基于国际远程教育学术期刊的质性元分析,冯晓英;刘月月1;宋琼;张艳霞;,北京师范大学远程教育研究中心;北京语言大学网络教育学院;,2016
基于新三维客户细分模型的线上会员客户价值研究,叶志龙;黄章树;,福州大学经济与管理学院;,2016
家谱关联数据服务平台的开发实践,夏翠娟1;刘炜2;陈涛3;张磊2;,上海图书馆系统网络中心;上海图书馆;中国科学院上海生命科学信息中心;,2016
基于内容分析法的旅游微博主题研究——以国家旅游局新浪微博为例,廉同辉;余菜花;袁勤俭;,安徽工程大学管理工程学院;南京大学信息管理学院;南京信息工程大学经济管理学院;,2016
引文网络的社团划分研究进展综述,肖雪1;陈云伟;邓勇;,中国科学院大学;中国科学院成都文献情报中心;,2016
浅析大数据背景下的数字图书馆知识发现系统,王宁;,天津图书馆;,2016
基于共现网络国际竞争情报研究的知识图谱分析,郝哲;,河南牧业经济学院图书馆;,2016
网络交易垃圾评论智能识别研究,赵静娴;,天津科技大学经济与管理学院;,2016
环境移民国际研究态势的文献计量评价,王鹏龙;王勤花;安培浚;李恒吉;,中国科学院兰州文献情报中心/资源环境科学信息中心;,2016
开放知识社区用户分类研究——以中文维基百科为例,陈耀华1;杨现民6;,北京师范大学远程教育研究中心;江苏师范大学智慧教育学院;,2016
基于教育数据挖掘的网络学习过程监管研究,施佺1;钱源;孙玲;,南通大学教育科学学院;南通大学电子信息学院;,2016
基于关联数据的知识发现模型构建研究,高劲松;李迎迎;刘龙;梁艳琪;,华中师范大学信息管理学院;,2016
推行数据挖掘与可视化管理实现企业价值增长,高建敏;龙波;王泽书;,浙江正泰电器股份有限公司;,2016
基于微信平台的高校读者积分系统设计与开发,李琳琳;,黑龙江科技大学;,2016
基于北京公交刷卡数据和兴趣点的功能区识别,韩昊英;于翔;龙瀛3;,浙江大学建筑工程学院;浙江大学环境与资源学院;清华大学建筑学院;,2016
时空信息聚合:“多规合一”信息化研究,王俊1;陈行;黎栋梁;,广州市城市规划自动化中心;广州市城市规划自动化中心规划研究部;,2016
现代文化产业的普惠型互联网金融支持,陈禹;罗子欣;,四川大学经济学院;四川养老与老年健康协同创新中心;四川省社会科学院;,2016
眼动追踪技术与婴幼儿研究:程序、方法与数据分析,王福兴;童钰;钱莹莹;谢和平;,华中师范大学心理学院;,2016
城市社区养老服务质量评价——基于粗糙集方法的数据挖掘,蔡中华;王一帆;董广巍;,北京化工大学经济管理学院;,2016
学者库建设与服务中的著作权侵权控制研究,吉宇宽;,河南大学文献信息研究所;,2016
基于数据挖掘技术的社区矫正人员再犯风险评估,吴之欧;方翌;,温州大学;贵州省社会科学院;,2016
以新发展理念引领高等教育质量监测数据平台建设,王战军;乔刚;,北京理工大学学位与研究生教育研究中心;延安大学教育科学学院;北京理工大学教育研究院;,2016
足球运动中的唯象理论实证研究——以国家(地区)经济实力与运动成绩关系为例,傅鸿浩;张廷安;,北京体育大学;,2016
商业银行信息系统内部威胁的“知识发现”与“内控管理”,刘国城1;,南京审计大学会计学院;江苏省金融工程重点实验室;,2016
三种数据挖掘算法在电子病历知识发现中的比较,牟冬梅;任珂;,吉林大学公共卫生学院;武汉大学信息管理学院;,2016
网络谣言传播中群体态度演变研究,沈超;朱庆华;沈洪洲;,南京邮电大学管理学院;南京大学信息管理学院;,2016
微信研究回顾与展望,黄炜;余辉;李岳峰;,湖北工业大学经济与管理学院;武汉理工大学管理学院;,2016
社会信息化情境下用户在线评论数据挖掘模型构建研究——以汽车行业负面观点评论自动抽取系统为例,姜霖;,南京大学信息管理学院;江苏省数据工程与知识服务重点实验室;,2016
数据驱动的移动用户行为研究框架与方法分析,黄文彬;吴家辉;徐山川;王军;,北京大学信息管理系;,2016
网络信息环境下读者隐私保护策略研究,陆康;,南京晓庄学院图书馆;,2016
中国环保物联网专利发展动态专利情报研究,刘庆红;,吉林省经济管理干部学院;,2016
高校图书馆科学数据服务的现状调研与对策研究,张群1;李爱国1;,江南大学;东南大学;,2016
线上会员客户流失的建模与预测研究,叶志龙;黄章树;,福州大学经济与管理学院;,2016
创业团队文化多样性与互联网创业融资——基于产品众筹数据的实证分析,刘刚;王泽宇;,中国人民大学商学院;中国人民大学企业管理系;,2016
全球低碳汽车技术合作创新网络演化路径研究,陈文婕;曾德明;邹思明;,中南林业科技大学商学院;湖南大学工商管理学院;,2016
科技型中小企业创新效率评价研究——基于科技金融政策投入视角,苑泽明;李田;王红2;,天津财经大学商学院;,2016
基于模糊划分的自组织模糊特征提取算法研究,赵珩君1;肖进1;汪涛;,四川广播电视大学经济管理学院;四川大学商学院;,2016
美国对外使用武力的历史考察,王玮;,中国社会科学院美国研究所;,2016
学习分析视域下的学习者模型研究脉络与进展,马志强;苏珊;,江南大学;,2016
中国房地产网络舆情分析,朱建平3;谢邦昌1;骆翔宇;范新妍;曾武雄;郑陈璐;,厦门大学管理学院;厦门大学数据挖掘研究中心;厦门大学经济学院;,2016
Wattpad:社会化阅读社区探析,徐丽芳;曾李;,武汉大学信息管理学院;,2016
基于数据挖掘的上市公司信用评级变动预测,盛夏;李斌1;张迪1;,武汉大学经济与管理学院;,2016
竞争情报研究现状评析和未来展望,孙红霞;生帆;马鸿佳;,吉林大学管理学院;,2016
开放获取期刊集成服务权益问题研究,章岑;刘静羽1;黄金霞;,中国科学院文献情报中心;中国科学院大学;,2016
出版企业的数据挖掘与印数管理,吕建生;,北京师范大学出版集团;北京师范大学出版社;,2016
数据挖掘技术在图书精准营销中的应用探析,陶楠;,哈尔滨师范大学管理学院;,2016
从数字图书馆到数据图书馆——大数据时代的图书馆服务范式转变,谭影虹;,广东江门新会景堂图书馆;,2016
基于GPS数据的旅游时空行为评价研究,黄潇婷;李玟璇;张海平;卿前龙;,山东大学管理学院;南京师范大学虚拟环境教育部重点实验室;广东金融学院休闲产业与高端服务业研究中心;,2016
基于数据挖掘的商业银行对公信贷资产质量审计研究,吕劲松;王志成;隋学深;徐权;,审计署重庆特派办;审计署金融审计司;审计署审计科研所;,2016
“朋友圈”优势、内群体条件与互联网创业——基于整合社会认同与嵌入理论的新视角,刘刚中;王泽宇;程熙鎔;,中国人民大学商学院;,2016
C2B商业模式的研究综述与发展展望,韩煜东;郭锦锦;张子健;,重庆交通大学经济与管理学院;,2016
突发事件应急管理方法研究进展专辑序言,刘奕;许伟1;乔晗;范维澄;,清华大学公共安全研究院/工程物理系;中国人民大学信息学院;中国科学院大学经济与管理学院;,2016
基于数据挖掘的公开网络军事情报分析研究,张月婷;韩全惜;,南京政治学院上海校区;,2016
卡内基高校分类的新动向——2015版卡内基选择性社会服务分类研究,潘黎;崔慧丽;,辽宁师范大学教育学院;,2016
社会化标注环境下基于活跃度指数的图书特色挖掘研究,林鑫;石宇;,华中师范大学信息管理学院;武汉大学信息管理学院;,2016
基于多学科支撑的智库可持续发展模式研究,李春美;魏凤萍1;,中国科学院武汉文献情报中心;中国科学院大学;,2016
基于SARIMA-GMDH的CPI组合预测模型,皮进修1;赵清俊1;彭建文1;,重庆师范大学数学学院;,2016
营销数据勘探的路径构建研究,范苗苗;陆颖隽1;吴小丁;,吉林大学商学院;,2016
第八届国际数据挖掘与应用统计研究会学术简述,李勇3;张敏3;朱建平5;,重庆工商大学;云南财经大学;厦门大学;,2016
国际突发公共卫生事件研究热点与前沿的可视化分析,王佳妮1;程实;,吉林省突发公共卫生事件处置服务中心综合科;吉林省人民医院团委;,2016
美国马里兰州早期儿童数据系统的建设与启示,徐小妮;郭力平;刘昆;,华东师范大学学前教育系;,2016
国内远程开放教育学习者特征研究的五年综述——以2010-2014年核心期刊文献为例,孙治国;孙丽青;赵铁成;刘娜1;王迎;,青岛广播电视大学;青岛广播电视大学教务处;青岛广播电视大学导学科研处;国家开放大学教育研究院;,2016
电子商务市场产品多元化战略的销售绩效及驱动因素研究,郑云坚;程熙鎔;王丹;,福州大学经济与管理学院;中国人民大学商学院;,2016
数据驱动型管理:社交媒体分析技术及其管理应用研究综述,张伟2;李晓丹;,西安理工大学经济与管理学院;,2016
基于C5.0决策树建模的读者借阅频度分析,彭莹;,电子科技大学图书馆;,2016
我国本体构建及应用分析——基于专利和文献共同演进的视角,张维冲;孟浩;,中国科学技术信息研究所;,2016
基于过程挖掘的图书馆服务流程优化研究,曾光;明均仁1;童旺宇;,华中科技大学出版社职教分社;武汉工程大学管理学院;湖北工业大学计算机学院;,2016
基于关联数据的知识发现技术述评,崔家旺;李春旺;,中国科学院文献情报中心;,2016
利用VBA程序和HTTPS协议获取参考文献的DOI信息,侯修洲;黄延红;,中国科学杂志社;,2016
运算转向:数据新闻生产的新路径,冯炜;谢誉元;,山东大学文学与新闻传播学院;,2016
大陆居民赴台湾自由行旅游流网络分析及演化研究,吴中堂;刘建徽;袁俊;,深圳大学师范学院;,2016
